ticket_id,customer_id,ticket_date,issue_type,priority,resolution_time_hr,is_resolved,satisfaction_score
2822,8240,2023-01-05,Payment,High,20.7,0,1
2823,3812,2023-10-15,Technical,Low,42.4,0,5
2824,16196,2024-07-20,Payment,High,27.8,1,1
2825,1806,2023-04-14,Login,Medium,22.5,1,5
2826,15321,2024-03-12,Payment,Medium,16.1,1,1
2827,1414,2024-01-29,Other,Low,17.1,1,2
2828,14931,2023-06-13,Content,Medium,36.3,0,1
2829,7875,2024-05-15,Login,Low,46.6,1,4
2830,14193,2024-11-24,Technical,Low,36.9,1,1
2831,17406,2023-07-17,Payment,Low,20.3,1,5
2832,13231,2024-09-02,Technical,Low,37.5,0,1
2833,19710,2023-11-06,Payment,Medium,28.2,1,5
2834,11369,2023-06-26,Content,High,21.1,0,1
2835,4327,2024-12-27,Payment,Medium,5.5,1,1
2836,5349,2023-07-28,Payment,Medium,44.8,1,3
2837,10666,2024-01-06,Technical,Low,4.4,0,4
2838,2161,2023-05-06,Content,Low,18.5,1,4
2839,19282,2024-01-01,Payment,Medium,20.9,0,2
2840,1187,2023-04-10,Login,Medium,8.3,0,2
2841,8580,2024-11-27,Login,Medium,11.1,0,5
2842,7743,2023-02-17,Payment,Low,47.5,1,4
2843,14515,2024-03-03,Login,Low,4.9,0,5
2844,177,2023-11-10,Payment,Medium,30.4,1,5
2845,240,2024-10-26,Content,High,11.6,1,4
2846,7030,2024-03-02,Login,Medium,19.3,0,1
2847,12189,2023-06-08,Other,Medium,18.0,0,4
2848,18308,2024-12-10,Other,Low,25.9,1,4
2849,269,2023-12-03,Login,High,13.7,0,1
2850,3006,2023-05-26,Technical,High,9.5,1,1
2851,8889,2023-08-08,Other,High,42.1,1,1
2852,10697,2024-07-13,Content,Low,17.6,0,5
2853,2331,2024-01-30,Login,Low,40.6,1,4
2854,8800,2023-05-28,Payment,Medium,18.7,0,2
2855,11179,2024-09-22,Login,Low,12.5,1,4
2856,17182,2024-02-11,Technical,High,13.9,0,5
2857,9356,2023-06-09,Content,Low,27.8,1,3
2858,13414,2024-09-30,Other,High,17.9,0,4
2859,8289,2023-03-09,Login,Low,17.5,0,2
2860,14039,2024-04-08,Payment,Medium,7.5,1,2
2861,8921,2024-12-06,Login,Low,5.5,0,3
2862,5808,2023-07-30,Login,Low,14.7,1,2
2863,18470,2024-03-26,Other,Low,8.0,0,5
2864,1385,2024-09-05,Other,Low,5.2,1,5
2865,16777,2023-03-29,Login,Low,4.9,0,5
2866,17656,2023-01-11,Content,Low,9.6,1,4
2867,9583,2024-03-20,Other,Medium,3.8,0,1
2868,19211,2023-08-08,Other,High,31.9,0,1
2869,5176,2024-02-08,Content,Medium,38.6,1,2
2870,13965,2024-07-06,Content,Low,44.1,0,5
2871,5654,2023-09-26,Content,High,25.8,0,5
2872,15259,2024-11-29,Login,Medium,33.4,1,3
2873,5071,2023-04-12,Content,Low,35.8,0,1
2874,7604,2023-10-13,Login,High,43.2,0,2
2875,10069,2024-03-14,Payment,Medium,41.6,0,1
2876,13346,2024-08-20,Content,Low,39.3,0,1
2877,16074,2024-09-07,Other,Low,42.5,0,2
2878,14395,2024-03-02,Technical,Low,38.4,0,1
2879,12958,2023-06-25,Technical,High,10.1,0,2
2880,8940,2023-08-14,Payment,Medium,46.0,1,2
2881,10656,2023-07-22,Other,Medium,45.9,0,4
2882,6764,2023-10-31,Login,High,15.5,0,5
2883,1044,2024-04-27,Other,High,15.6,1,4
2884,19548,2024-04-02,Payment,Medium,39.1,0,5
2885,7813,2024-01-09,Technical,Low,44.0,0,2
2886,17666,2024-01-24,Login,High,28.4,1,3
2887,450,2024-12-19,Payment,Medium,32.1,0,4
2888,729,2023-10-26,Login,Low,12.4,1,2
2889,16414,2024-11-15,Other,Low,28.0,1,4
2890,3749,2023-12-19,Content,Medium,13.3,0,5
2891,15822,2024-02-22,Login,Low,10.3,1,5
2892,8263,2024-08-08,Technical,High,14.6,1,1
2893,9484,2024-08-05,Technical,High,13.9,1,4
2894,4917,2024-03-11,Login,Medium,29.5,0,2
2895,2081,2023-07-15,Content,Medium,42.0,1,1
2896,2547,2023-03-10,Login,Low,9.1,0,2
2897,5737,2023-08-09,Login,Low,9.4,1,5
2898,16293,2023-01-19,Login,Medium,40.7,1,1
2899,5417,2023-11-30,Content,Low,2.2,1,3
2900,15410,2023-03-17,Content,Medium,3.5,1,3
2901,7354,2023-10-05,Login,Medium,41.1,1,2
2902,2596,2024-05-06,Other,Low,43.8,1,1
2903,7429,2023-02-14,Technical,Medium,7.4,1,1
2904,671,2023-12-21,Login,Low,29.7,1,2
2905,11043,2024-03-31,Login,High,25.0,0,2
2906,2904,2023-04-25,Technical,Low,42.8,0,1
2907,1336,2024-07-01,Payment,Medium,1.5,1,3
2908,58,2023-08-16,Login,Medium,43.3,1,4
2909,8643,2024-12-11,Payment,High,9.8,0,5
2910,5265,2024-11-07,Login,High,34.4,1,2
2911,10775,2023-01-07,Login,Medium,15.2,1,1
2912,7939,2024-01-18,Content,High,34.7,0,2
2913,4721,2024-07-19,Content,Medium,41.2,0,2
2914,18676,2023-03-28,Payment,High,32.8,0,2
2915,10168,2023-10-26,Content,High,21.6,1,4
2916,5971,2024-06-26,Technical,Low,14.4,1,4
2917,4983,2024-07-22,Payment,Low,35.5,0,1
2918,12891,2023-02-09,Technical,High,18.6,1,1
2919,10524,2024-03-28,Content,Low,2.3,1,5
2920,9214,2023-08-06,Login,High,33.8,0,1
2921,11693,2024-01-28,Login,Low,47.2,1,4
2922,12357,2023-06-10,Payment,Medium,29.5,0,4
2923,15795,2023-10-30,Payment,Low,2.2,1,2
2924,10200,2023-02-05,Payment,Low,33.0,0,5
2925,2799,2024-09-07,Other,Low,8.0,0,1
2926,6955,2024-08-06,Other,Medium,43.8,0,2
2927,3817,2024-03-16,Login,Medium,35.8,1,5
2928,12935,2024-05-05,Login,Low,37.8,0,1
2929,3047,2023-06-18,Content,High,6.8,1,4
2930,16507,2023-10-10,Content,Medium,39.1,0,3
2931,14812,2023-01-14,Login,Low,46.8,1,1
2932,11677,2023-02-07,Payment,High,27.2,0,2
2933,9127,2023-05-29,Content,Low,22.0,0,4
2934,14981,2023-03-04,Other,High,21.9,0,1
2935,18178,2024-05-19,Payment,Medium,35.3,1,1
2936,1521,2023-03-22,Payment,High,36.3,0,5
2937,16403,2024-10-04,Other,Low,14.7,0,1
2938,10225,2023-10-28,Technical,High,23.6,1,4
2939,2938,2023-01-05,Other,High,10.9,1,2
2940,16205,2023-06-05,Technical,High,30.6,1,4
2941,17338,2024-12-04,Login,Medium,40.3,0,4
2942,6017,2023-09-16,Technical,Low,23.2,1,4
2943,8308,2023-08-31,Payment,Medium,45.8,0,3
2944,19210,2024-12-22,Technical,High,13.7,1,3
2945,14438,2023-03-03,Other,Low,6.8,0,4
2946,4542,2023-03-06,Content,Medium,43.5,0,1
2947,13496,2023-09-25,Payment,Low,15.6,1,2
2948,13408,2023-04-02,Content,Low,29.1,0,3
2949,4807,2023-02-25,Technical,High,16.4,1,2
2950,13669,2023-05-30,Technical,Low,38.8,0,1
2951,11715,2023-04-30,Payment,Low,43.8,0,4
2952,12144,2023-02-17,Other,Low,32.4,1,1
2953,12226,2024-10-06,Other,High,42.8,1,3
2954,17675,2023-12-26,Content,High,20.8,1,5
2955,6685,2024-09-02,Payment,Low,15.6,0,3
2956,14469,2024-08-24,Technical,Low,23.7,1,3
2957,3969,2024-08-27,Other,Low,29.3,0,1
2958,9152,2023-10-17,Login,Medium,39.5,0,3
2959,16525,2023-03-26,Payment,Medium,32.3,0,2
2960,11713,2023-03-19,Payment,Medium,21.9,0,5
2961,19499,2023-03-18,Content,Low,24.2,0,4
2962,7248,2024-01-11,Login,High,4.0,0,5
2963,5761,2024-07-31,Payment,High,38.3,0,2
2964,14810,2023-11-26,Payment,Medium,43.2,1,1
2965,655,2024-07-23,Other,Low,37.2,1,1
2966,18793,2023-04-25,Login,Medium,38.6,1,4
2967,8389,2024-01-07,Technical,Medium,28.3,0,1
2968,14083,2023-10-14,Login,High,34.4,1,2
2969,14972,2024-12-23,Technical,Medium,12.8,1,2
2970,15238,2024-01-07,Content,Low,12.1,1,2
2971,14917,2024-11-17,Payment,Low,1.8,1,2
2972,2786,2024-09-23,Payment,Medium,23.6,1,5
2973,6343,2024-02-26,Payment,Low,37.0,1,3
2974,15513,2023-01-15,Login,Medium,4.8,1,5
2975,16513,2024-04-28,Content,Low,47.3,0,4
2976,7864,2024-07-29,Login,Low,24.8,0,1
2977,10892,2023-05-04,Login,Medium,5.5,0,1
2978,9221,2024-04-24,Technical,Medium,19.9,0,2
2979,3229,2023-04-12,Payment,Low,22.8,1,5
2980,14786,2023-06-25,Technical,Low,40.8,1,1
2981,17309,2023-10-13,Payment,Medium,26.9,0,2
2982,11545,2023-05-22,Login,High,41.7,1,3
2983,6957,2023-08-30,Other,Medium,32.9,0,5
2984,15888,2024-06-29,Content,Low,15.7,0,3
2985,15929,2023-02-04,Content,Medium,42.5,0,2
2986,4207,2024-09-18,Login,Low,8.0,1,3
2987,18070,2023-08-11,Payment,Medium,1.9,0,5
2988,13764,2024-01-30,Payment,High,34.8,1,5
2989,12061,2024-09-25,Content,High,27.0,0,2
2990,9262,2023-01-25,Payment,Medium,41.8,0,3
2991,8821,2023-07-12,Content,High,44.9,0,5
2992,15185,2023-08-16,Payment,High,31.7,0,2
2993,14437,2024-03-26,Login,Low,31.2,0,3
2994,16137,2023-08-17,Other,Medium,37.5,0,1
2995,7450,2024-04-07,Content,High,36.9,0,1
2996,5035,2023-12-03,Other,High,16.3,0,1
2997,11030,2024-04-05,Technical,Low,15.9,0,3
2998,5825,2023-11-20,Payment,Medium,33.7,0,5
2999,2808,2024-12-15,Login,Low,46.3,0,2
3000,7822,2023-06-13,Login,High,4.9,1,2
3001,8438,2023-11-16,Content,Low,31.2,0,1
3002,6234,2024-03-13,Payment,Medium,13.5,0,2
3003,19968,2024-06-14,Other,High,17.2,1,5
3004,19748,2023-01-12,Technical,Medium,6.7,1,3
3005,17018,2024-11-16,Content,Medium,39.7,1,1
3006,17268,2024-04-20,Technical,Medium,14.9,0,5
3007,19545,2024-11-06,Payment,Medium,24.1,0,2
3008,1037,2024-10-06,Content,High,36.0,1,4
3009,1778,2024-02-07,Technical,Medium,38.0,0,4
3010,19139,2023-08-01,Technical,Medium,46.4,1,1
3011,14802,2023-09-26,Technical,Low,25.5,1,4
3012,11873,2024-06-15,Technical,High,40.8,0,2
3013,8110,2023-04-09,Technical,High,1.3,0,5
3014,16490,2024-08-03,Login,High,29.7,0,3
3015,12312,2023-09-19,Content,Low,26.4,1,3
3016,8607,2024-09-08,Technical,Low,30.2,0,5
3017,1949,2024-03-24,Other,High,29.4,1,4
3018,4186,2024-10-28,Login,Medium,36.2,0,1
3019,9192,2023-11-16,Other,Medium,9.0,0,2
3020,12658,2023-12-31,Content,Low,38.9,1,3
3021,14911,2023-02-26,Payment,Medium,29.8,1,2
3022,6529,2023-04-12,Login,Low,7.6,0,5
3023,6413,2024-12-25,Login,Low,37.5,0,2
3024,901,2024-10-23,Other,Medium,31.5,1,5
3025,5703,2023-07-01,Payment,Medium,11.4,1,3
3026,11725,2023-07-05,Other,High,44.5,0,3
3027,13777,2024-09-24,Other,Low,22.6,0,1
3028,10700,2023-11-07,Content,High,28.7,1,1
3029,1401,2024-01-07,Technical,High,16.1,1,1
3030,13478,2023-12-31,Payment,Low,28.0,1,3
3031,14115,2023-07-04,Payment,Low,33.6,0,5
3032,1246,2024-05-29,Content,High,21.0,1,1
3033,11179,2023-10-27,Payment,High,36.3,1,3
3034,10607,2023-02-09,Technical,Low,33.9,0,4
3035,9287,2024-04-15,Technical,High,31.1,0,3
3036,13628,2023-03-18,Login,Low,8.4,0,4
3037,6832,2024-06-04,Other,High,28.3,0,4
3038,17400,2023-08-27,Other,Low,8.8,0,4
3039,14150,2024-05-12,Technical,Low,9.0,1,3
3040,15643,2023-10-29,Other,Low,34.4,0,5
3041,11857,2024-08-03,Other,Medium,21.3,0,5
3042,6667,2023-12-31,Login,Medium,36.3,0,4
3043,9961,2024-04-14,Payment,High,10.3,0,4
3044,15983,2023-11-17,Other,High,13.7,0,4
3045,13268,2023-10-09,Content,High,42.3,0,5
3046,5271,2024-07-02,Login,Low,16.8,0,1
3047,3258,2023-02-04,Login,High,37.2,1,1
3048,17773,2024-06-26,Login,Low,8.9,0,3
3049,14129,2023-04-05,Content,Low,45.4,0,1
3050,2014,2023-07-02,Technical,Medium,12.1,1,1
3051,4006,2024-10-10,Login,Medium,46.5,0,4
3052,9797,2023-01-27,Login,High,36.2,1,2
3053,10954,2024-03-08,Other,Medium,27.1,1,5
3054,2978,2024-03-04,Content,Medium,11.0,0,3
3055,14800,2023-05-14,Content,High,18.6,0,1
3056,10849,2024-12-04,Login,High,43.4,0,5
3057,14063,2023-02-02,Other,Low,31.9,1,1
3058,7065,2024-10-02,Other,Low,26.7,1,5
3059,7181,2024-11-15,Login,Medium,18.0,0,1
3060,1038,2023-11-17,Payment,High,26.7,0,3
3061,10214,2023-12-06,Payment,High,39.8,1,2
3062,124,2023-10-05,Technical,Medium,18.5,1,1
3063,4378,2023-07-20,Payment,Medium,37.6,1,3
3064,13011,2024-10-05,Technical,High,41.2,0,4
3065,16816,2023-05-23,Other,Low,38.0,0,2
3066,19004,2024-04-02,Other,Medium,26.9,0,3
3067,651,2023-01-15,Other,Low,41.4,1,3
3068,6897,2023-11-07,Content,Medium,45.7,0,5
3069,12041,2023-06-15,Payment,High,20.3,1,2
3070,2825,2024-10-18,Other,Medium,17.0,0,5
3071,7227,2024-07-20,Payment,Low,47.6,1,1
3072,10909,2024-03-10,Payment,High,1.1,0,1
3073,2545,2023-01-03,Content,Medium,29.2,1,4
3074,14067,2024-09-07,Content,High,6.9,0,1
3075,12714,2024-01-15,Technical,Medium,8.3,0,3
3076,16535,2024-08-18,Technical,Medium,29.5,0,1
3077,2866,2024-04-03,Content,Medium,43.7,0,5
3078,13067,2024-03-27,Technical,High,15.3,1,2
3079,8295,2024-10-18,Technical,Medium,13.3,1,5
3080,16541,2023-02-13,Content,Low,30.3,0,2
3081,5809,2024-02-25,Technical,Medium,47.8,0,3
3082,143,2023-08-04,Other,High,47.4,0,1
3083,6753,2024-08-05,Payment,Medium,11.1,1,3
3084,17550,2023-06-01,Content,Low,17.6,0,1
3085,3201,2024-09-26,Login,High,25.5,0,4
3086,4420,2024-06-14,Content,Medium,25.9,0,5
3087,13093,2023-05-29,Technical,High,7.9,0,1
3088,1595,2024-03-25,Login,High,20.7,0,1
3089,19221,2024-10-27,Login,Low,47.5,1,4
3090,3883,2024-12-24,Content,High,39.7,0,4
3091,7295,2024-07-03,Login,Medium,32.7,0,1
3092,15627,2024-02-24,Other,Low,38.3,1,3
3093,1087,2024-04-18,Payment,High,22.9,0,5
3094,1993,2024-03-12,Other,Low,43.0,0,5
3095,19565,2024-05-26,Technical,High,36.1,1,2
3096,15401,2023-04-03,Technical,Low,6.7,1,4
3097,9873,2024-02-27,Other,Low,24.9,0,4
3098,13066,2024-06-14,Login,High,2.8,0,1
3099,17035,2023-01-30,Content,Medium,22.6,1,4
3100,8007,2023-11-21,Payment,High,32.8,1,4
3101,5072,2024-12-24,Login,Low,22.3,1,5
3102,1309,2024-10-17,Payment,High,36.2,1,4
3103,4828,2023-03-23,Other,Medium,36.3,0,2
3104,9235,2023-03-25,Technical,High,25.3,1,5
3105,16104,2024-06-17,Technical,Medium,34.2,0,2
3106,10377,2024-12-07,Technical,High,8.0,1,2
3107,14294,2024-01-17,Technical,Medium,24.2,0,4
3108,11287,2024-10-06,Payment,Low,13.0,0,2
3109,14626,2024-09-30,Other,High,25.6,0,1
3110,13293,2023-06-15,Other,High,9.2,0,3
3111,8756,2023-03-26,Login,Low,18.1,1,4
3112,3818,2024-12-30,Payment,Low,5.5,0,4
3113,3959,2024-03-12,Login,High,35.9,1,3
3114,17601,2023-06-25,Login,Medium,31.6,1,2
3115,12472,2023-12-13,Technical,Medium,8.2,0,4
3116,7208,2024-11-16,Content,Low,41.2,0,4
3117,4301,2023-04-10,Content,Low,33.8,0,2
3118,7909,2023-06-11,Other,Medium,3.6,0,5
3119,6027,2023-07-21,Content,Medium,15.5,1,3
3120,13737,2023-11-29,Content,Low,26.9,0,5
3121,3570,2024-02-02,Payment,High,35.7,0,2
3122,17609,2023-07-26,Login,High,22.1,1,3
3123,3567,2023-08-31,Login,High,17.4,1,5
3124,11177,2023-02-04,Payment,High,40.4,0,5
3125,936,2024-09-22,Payment,High,18.9,1,4
3126,5175,2023-07-13,Technical,High,11.5,1,2
3127,2413,2024-05-12,Content,Medium,7.4,1,5
3128,3226,2023-11-29,Payment,Low,3.0,1,3
3129,1982,2024-01-28,Technical,High,35.6,1,1
3130,5389,2023-09-30,Content,High,20.0,1,4
3131,15737,2023-12-01,Login,Low,12.0,1,2
3132,1935,2023-09-08,Login,Low,32.7,0,1
3133,18907,2024-04-02,Payment,High,37.1,0,5
3134,15492,2023-09-13,Login,Low,41.5,0,2
3135,19527,2023-07-28,Login,Low,20.7,1,1
3136,2465,2023-02-09,Other,Medium,22.8,0,5
3137,12706,2024-06-01,Content,Low,39.2,1,3
3138,12869,2023-07-10,Login,Medium,27.1,1,2
3139,6640,2024-09-30,Content,High,6.1,1,5
3140,5671,2023-06-09,Other,Low,36.3,0,3
3141,12113,2023-05-27,Content,Medium,19.7,0,3
3142,10911,2024-11-07,Technical,Medium,32.5,1,3
3143,19530,2023-03-02,Content,Low,1.2,0,3
3144,13826,2023-11-01,Login,Low,5.1,0,2
3145,666,2023-06-20,Login,Low,47.5,0,4
3146,8011,2024-06-30,Payment,Medium,4.4,0,2
3147,6527,2023-08-07,Other,Medium,46.3,1,4
3148,11918,2023-06-21,Other,Medium,31.4,0,3
3149,13969,2023-07-24,Content,Low,7.8,1,1
3150,10898,2023-08-16,Other,High,11.0,0,2
3151,16154,2023-03-26,Technical,Low,25.5,1,4
3152,9031,2024-02-05,Payment,Low,23.5,0,4
3153,10578,2023-09-11,Other,Medium,2.4,0,5
3154,13341,2023-05-17,Login,High,13.4,1,4
3155,952,2024-08-01,Technical,Low,33.4,1,4
3156,11838,2024-10-10,Technical,Medium,44.8,1,5
3157,12823,2023-05-19,Other,Low,19.2,0,2
3158,5929,2023-07-20,Technical,Medium,32.2,0,4
3159,2666,2024-02-08,Payment,Low,28.5,1,2
3160,16965,2024-11-23,Content,High,1.6,0,3
3161,3462,2024-04-18,Content,Medium,6.8,1,5
3162,18612,2024-09-25,Technical,Low,29.4,1,5
3163,7184,2024-03-06,Payment,Low,7.0,0,5
3164,17456,2023-03-28,Technical,High,37.1,1,5
3165,17777,2024-07-07,Content,High,27.7,0,4
3166,16462,2024-08-16,Login,Low,37.4,1,5
3167,8505,2024-09-29,Other,Medium,15.0,0,1
3168,8290,2023-09-28,Other,Medium,30.2,1,2
3169,13911,2023-12-26,Technical,High,4.3,1,2
3170,210,2024-02-10,Technical,Medium,19.8,1,1
3171,1477,2024-06-30,Login,High,34.1,0,4
3172,2190,2023-07-09,Technical,Medium,10.8,1,1
3173,5423,2023-10-22,Payment,Medium,31.4,0,3
3174,118,2024-08-01,Other,High,30.0,1,4
3175,19424,2023-06-04,Technical,Low,38.0,0,5
3176,17201,2024-12-21,Technical,High,10.7,0,2
3177,11621,2023-04-11,Payment,Low,43.7,0,2
3178,5518,2024-11-13,Login,Low,24.3,0,4
3179,318,2024-04-15,Content,Medium,13.0,1,1
3180,4483,2024-06-29,Technical,Medium,5.7,1,4
3181,7729,2023-10-15,Content,Medium,34.3,1,1
3182,3932,2024-08-15,Login,Low,4.4,1,3
3183,3000,2024-12-19,Content,High,34.8,0,2
3184,12034,2023-01-20,Payment,High,22.5,1,4
3185,19520,2023-01-11,Payment,High,5.9,0,5
3186,16020,2024-05-31,Login,High,47.3,1,2
3187,19625,2024-06-25,Content,Low,8.5,0,5
3188,4227,2024-06-23,Other,Low,27.3,0,3
3189,4184,2024-12-03,Other,Low,17.8,1,2
3190,5010,2024-07-01,Other,High,3.6,0,5
3191,9129,2023-09-15,Login,Low,9.3,0,5
3192,10276,2024-12-03,Payment,High,1.2,0,4
3193,2632,2023-08-29,Technical,High,9.1,1,3
3194,4483,2024-12-23,Login,High,34.4,0,4
3195,3601,2024-04-17,Other,High,14.3,0,3
3196,10674,2024-06-13,Login,Medium,28.8,0,3
3197,7891,2024-05-29,Payment,Medium,26.9,1,1
3198,994,2024-01-03,Payment,High,48.0,1,1
3199,8927,2024-04-27,Login,High,24.5,1,4
3200,1603,2023-04-16,Payment,Low,41.7,1,5
3201,18860,2023-08-21,Other,Medium,2.6,1,4
3202,13056,2023-06-21,Payment,Low,17.3,0,1
3203,5981,2023-03-27,Content,Medium,35.5,0,3
3204,9349,2024-01-14,Login,Low,37.4,1,3
3205,5892,2023-12-17,Login,Medium,8.1,1,1
3206,1615,2023-04-21,Login,Low,23.4,0,5
3207,14460,2023-05-21,Technical,High,42.0,0,4
3208,16220,2024-03-04,Other,Low,40.7,1,5
3209,10550,2023-04-16,Technical,High,32.2,1,5
3210,5762,2023-10-13,Payment,High,21.2,0,1
3211,979,2023-05-03,Other,Medium,10.7,0,2
3212,6341,2024-09-01,Payment,Medium,23.5,0,4
3213,6129,2023-06-17,Content,Medium,33.9,1,5
3214,16905,2023-11-03,Other,High,26.7,0,1
3215,4599,2023-10-01,Other,Low,16.6,1,1
3216,13540,2023-09-30,Technical,Low,25.4,0,1
3217,12153,2024-04-29,Payment,Low,46.8,1,4
3218,3582,2024-06-07,Other,High,47.4,1,2
3219,8716,2023-03-22,Login,High,40.9,1,4
3220,7072,2024-01-13,Login,Medium,21.8,1,4
3221,14704,2023-02-03,Technical,Low,42.4,0,2
3222,10997,2023-11-24,Technical,High,9.4,0,5
3223,16771,2023-06-06,Technical,Medium,13.8,0,5
3224,17613,2024-11-19,Technical,Medium,11.5,0,3
3225,18000,2024-09-30,Login,Low,23.6,0,3
3226,14527,2023-09-23,Payment,High,4.7,1,1
3227,18413,2023-09-15,Content,Medium,7.7,1,2
3228,5094,2024-03-29,Other,High,40.3,1,3
3229,16647,2023-10-24,Payment,Low,18.5,0,4
3230,9290,2024-12-29,Payment,Low,39.1,1,4
3231,13045,2023-07-09,Login,High,37.6,0,4
3232,4609,2024-06-12,Content,Medium,31.3,0,5
3233,4292,2023-08-20,Technical,Medium,44.4,0,5
3234,1146,2024-04-05,Other,Medium,33.9,1,3
3235,13385,2024-09-26,Other,High,33.2,1,1
3236,13748,2024-09-16,Content,Medium,42.6,0,5
3237,889,2023-03-01,Other,Medium,6.7,0,2
3238,13941,2024-11-28,Technical,Medium,38.1,0,3
3239,4543,2024-02-27,Other,High,3.2,1,3
3240,14652,2023-11-27,Technical,High,45.7,1,2
3241,59,2023-09-27,Payment,Medium,6.4,0,4
3242,916,2023-11-10,Technical,High,37.0,0,2
3243,11347,2024-08-30,Technical,High,4.5,0,2
3244,6075,2024-06-16,Login,High,36.5,0,4
3245,13075,2023-08-27,Other,High,47.5,1,2
3246,19489,2024-12-27,Login,Low,10.6,0,1
3247,18908,2023-01-14,Payment,Medium,11.0,0,5
3248,10658,2023-02-16,Login,Low,17.5,1,2
3249,16754,2023-09-17,Technical,Medium,37.4,0,2
3250,10100,2024-11-09,Content,High,14.2,0,2
3251,4655,2023-12-12,Other,Medium,6.6,1,2
3252,17862,2023-05-29,Content,Low,42.1,1,1
3253,3486,2023-10-29,Content,Medium,12.6,0,5
3254,8671,2024-08-13,Payment,Medium,13.2,1,5
3255,15253,2023-11-07,Payment,Low,7.2,0,4
3256,12954,2024-12-10,Technical,High,38.1,1,5
3257,9486,2024-12-09,Login,Medium,10.6,0,1
3258,14986,2023-09-29,Content,High,45.7,1,5
3259,14653,2023-02-03,Technical,Medium,44.5,0,5
3260,1515,2023-05-04,Other,Medium,8.7,0,1
3261,6312,2024-01-29,Payment,Low,6.4,0,4
3262,7911,2023-09-05,Other,Medium,6.1,0,2
3263,3413,2023-06-30,Content,Medium,36.8,0,2
3264,10627,2023-05-14,Technical,Low,5.0,1,1
3265,4642,2024-04-23,Technical,Low,13.6,1,4
3266,8386,2023-05-28,Other,Low,39.9,0,5
3267,10008,2024-10-10,Technical,High,13.0,1,2
3268,11194,2023-12-06,Other,High,6.9,0,1
3269,15576,2024-01-03,Payment,High,14.9,0,4
3270,7878,2024-09-10,Technical,Medium,24.6,1,2
3271,10800,2024-03-11,Technical,Low,5.3,1,4
3272,14154,2023-12-10,Other,Low,32.3,1,1
3273,18881,2023-01-14,Technical,Medium,46.5,1,5
3274,5693,2024-07-09,Login,Low,46.3,1,2
3275,4104,2023-06-13,Content,High,27.6,0,4
3276,8537,2024-11-01,Other,Medium,19.9,0,4
3277,2489,2023-05-26,Other,Medium,7.6,1,1
3278,12378,2024-06-07,Other,Medium,17.4,1,5
3279,8318,2023-11-08,Login,High,44.3,1,4
3280,10267,2023-08-01,Login,High,2.5,0,5
3281,16468,2023-08-18,Other,Low,19.8,0,1
3282,3668,2023-11-19,Login,Medium,33.4,0,4
3283,3653,2024-09-02,Payment,Low,21.5,1,2
3284,5779,2024-01-05,Login,Medium,27.7,0,2
3285,7115,2023-11-21,Technical,High,36.6,1,1
3286,12935,2023-12-18,Payment,Medium,20.9,0,2
3287,5729,2023-08-03,Technical,High,39.7,1,4
3288,7460,2024-10-16,Login,Medium,1.8,0,5
3289,13006,2024-01-16,Login,Medium,22.2,0,1
3290,4982,2023-07-24,Payment,Low,17.5,1,5
3291,3786,2023-05-24,Login,High,16.5,1,2
3292,9331,2024-08-18,Technical,Medium,31.2,0,4
3293,14442,2024-08-11,Technical,High,35.2,1,5
3294,5957,2023-03-04,Other,Low,34.9,1,1
3295,2595,2024-06-01,Other,High,44.4,1,4
3296,7772,2024-03-10,Login,Low,19.7,1,5
3297,19481,2024-05-07,Payment,High,14.9,1,5
3298,2053,2023-09-22,Payment,Low,22.1,0,3
3299,17796,2024-03-26,Other,Medium,13.5,0,1
3300,1252,2023-09-20,Technical,High,41.8,1,1
3301,12207,2024-12-07,Payment,Low,35.8,1,1
3302,8648,2023-05-09,Login,High,33.7,0,3
3303,15606,2024-05-12,Other,Medium,6.5,0,5
3304,6087,2023-09-15,Payment,Medium,6.9,1,5
3305,8145,2023-05-18,Technical,Medium,44.3,1,3
3306,17274,2023-05-17,Payment,High,34.1,1,2
3307,8861,2024-08-15,Technical,High,15.1,1,3
3308,94,2023-08-04,Payment,Medium,13.4,0,2
3309,5265,2023-05-22,Content,High,47.0,0,4
3310,6366,2024-06-07,Login,Medium,15.5,0,4
3311,9763,2023-03-01,Content,Medium,16.6,0,3
3312,7732,2024-11-24,Content,High,2.3,1,4
3313,699,2024-05-25,Other,Medium,47.0,0,1
3314,19382,2023-06-14,Login,Medium,38.7,0,4
3315,16239,2023-08-30,Other,High,26.0,0,4
3316,14601,2023-06-08,Content,High,37.2,0,5
3317,1045,2024-10-22,Technical,Medium,23.3,0,1
3318,6423,2023-04-27,Payment,High,18.3,1,5
3319,1131,2024-03-27,Login,High,24.1,1,2
3320,8643,2023-05-25,Payment,Medium,23.5,0,2
3321,3360,2024-12-10,Login,Low,26.8,0,1
3322,14505,2023-11-17,Content,High,4.5,0,1
3323,14697,2023-09-02,Technical,High,31.0,1,5
3324,1982,2024-09-14,Payment,Medium,22.8,0,2
3325,1778,2024-05-27,Content,High,36.7,1,4
3326,3116,2024-05-20,Content,Low,8.0,0,3
3327,15461,2023-11-04,Technical,Low,3.1,1,2
3328,11,2023-08-16,Content,Low,4.6,0,3
3329,1455,2024-07-05,Other,High,13.5,0,4
3330,9017,2023-07-31,Technical,Low,14.7,0,1
