subscription_id,customer_id,plan_id,start_date,end_date,is_auto_renew,current_status,cancellation_reason
3308,16289,3,2024-02-13,2025-02-07,1,Cancelled,Found Alternative
3309,5413,1,2023-12-26,2024-01-25,1,Cancelled,Too Expensive
3310,15071,1,2024-02-22,2024-03-23,1,Active,
3311,8498,1,2024-03-10,2024-04-09,1,Active,
3312,3313,2,2024-11-06,2025-02-04,0,Active,
3313,3916,1,2023-08-20,2023-09-19,1,Active,
3314,15417,2,2024-03-08,2024-06-06,1,Active,
3315,10192,1,2024-05-11,2024-06-10,0,Active,
3316,7840,3,2024-02-02,2025-01-27,1,Active,
3317,12320,1,2024-06-08,2024-07-08,1,Active,
3318,17744,1,2023-05-08,2023-06-07,0,Active,
3319,11864,3,2023-09-26,2024-09-20,0,Active,
3320,10192,2,2023-05-04,2023-08-02,0,Active,
3321,18432,1,2024-11-13,2024-12-13,0,Active,
3322,2596,3,2024-04-10,2025-04-05,1,Active,
3323,7805,2,2024-07-24,2024-10-22,1,Active,
3324,2774,1,2023-02-15,2023-03-17,1,Active,
3325,9567,2,2024-05-03,2024-08-01,1,Cancelled,Found Alternative
3326,19562,1,2024-08-18,2024-09-17,0,Cancelled,Found Alternative
3327,9235,1,2024-03-17,2024-04-16,1,Cancelled,Found Alternative
3328,257,2,2024-01-31,2024-04-30,1,Active,
3329,8114,1,2023-05-19,2023-06-18,1,Active,
3330,12187,3,2024-11-26,2025-11-21,0,Active,
3331,12132,2,2023-10-02,2023-12-31,1,Cancelled,Found Alternative
3332,8550,3,2024-06-05,2025-05-31,0,Active,
3333,16078,2,2024-07-18,2024-10-16,1,Active,
3334,2198,1,2023-03-04,2023-04-03,1,Active,
3335,10680,3,2023-09-09,2024-09-03,1,Active,
3336,4539,1,2023-01-12,2023-02-11,0,Cancelled,Too Expensive
3337,12736,3,2024-06-30,2025-06-25,1,Active,
3338,13584,2,2023-07-10,2023-10-08,1,Active,
3339,7606,2,2024-10-11,2025-01-09,1,Active,
3340,16942,3,2024-08-21,2025-08-16,1,Active,
3341,10591,1,2024-02-20,2024-03-21,1,Active,
3342,2818,1,2024-07-25,2024-08-24,1,Active,
3343,2889,2,2023-12-04,2024-03-03,1,Cancelled,Found Alternative
3344,13087,3,2024-04-10,2025-04-05,1,Active,
3345,17152,1,2023-10-13,2023-11-12,1,Active,
3346,13776,1,2024-03-14,2024-04-13,1,Active,
3347,19103,2,2023-08-27,2023-11-25,1,Active,
3348,8415,3,2023-04-13,2024-04-07,0,Active,
3349,7712,3,2023-05-19,2024-05-13,0,Active,
3350,16043,3,2023-02-12,2024-02-07,1,Cancelled,Too Expensive
3351,19605,1,2023-11-23,2023-12-23,1,Active,
3352,3457,3,2024-10-15,2025-10-10,1,Active,
3353,2644,2,2024-10-01,2024-12-30,1,Cancelled,Found Alternative
3354,3566,1,2024-03-23,2024-04-22,1,Active,
3355,174,2,2024-06-04,2024-09-02,1,Cancelled,Found Alternative
3356,15294,2,2023-02-18,2023-05-19,0,Active,
3357,2868,2,2024-08-20,2024-11-18,1,Cancelled,Too Expensive
3358,6978,1,2023-10-05,2023-11-04,0,Active,
3359,4760,2,2023-05-09,2023-08-07,0,Cancelled,Not Using Enough
3360,6544,2,2023-01-16,2023-04-16,1,Cancelled,Found Alternative
3361,9053,2,2023-04-07,2023-07-06,1,Active,
3362,5248,2,2023-07-10,2023-10-08,1,Active,
3363,15406,3,2023-10-01,2024-09-25,1,Cancelled,Found Alternative
3364,9302,2,2024-11-15,2025-02-13,1,Cancelled,Found Alternative
3365,2003,1,2024-02-19,2024-03-20,1,Active,
3366,10557,2,2024-02-09,2024-05-09,0,Active,
3367,7718,2,2023-05-11,2023-08-09,1,Cancelled,Found Alternative
3368,13082,1,2023-04-15,2023-05-15,0,Active,
3369,1306,2,2024-05-22,2024-08-20,0,Cancelled,
3370,337,2,2024-08-23,2024-11-21,1,Active,
3371,9465,3,2024-10-10,2025-10-05,1,Active,
3372,17328,3,2024-08-12,2025-08-07,0,Active,
3373,18859,3,2023-05-12,2024-05-06,0,Active,
3374,8538,1,2024-05-16,2024-06-15,1,Active,
3375,9518,1,2023-05-29,2023-06-28,0,Cancelled,
3376,11304,1,2024-11-09,2024-12-09,1,Active,
3377,18367,1,2024-08-10,2024-09-09,0,Active,
3378,3023,3,2023-11-14,2024-11-08,1,Active,
3379,4725,3,2024-03-26,2025-03-21,0,Active,
3380,13814,3,2024-08-14,2025-08-09,0,Active,
3381,1027,1,2023-03-18,2023-04-17,0,Active,
3382,8210,2,2023-03-25,2023-06-23,1,Active,
3383,15274,1,2023-02-02,2023-03-04,1,Cancelled,Not Using Enough
3384,9887,2,2024-07-15,2024-10-13,1,Cancelled,Too Expensive
3385,8327,1,2024-07-05,2024-08-04,0,Cancelled,Too Expensive
3386,6928,1,2023-05-19,2023-06-18,0,Active,
3387,13474,3,2023-02-11,2024-02-06,0,Cancelled,Not Using Enough
3388,4944,1,2024-07-29,2024-08-28,1,Active,
3389,2214,1,2023-09-28,2023-10-28,0,Active,
3390,2075,2,2023-06-29,2023-09-27,1,Active,
3391,11818,3,2024-09-27,2025-09-22,0,Active,
3392,10392,3,2023-02-11,2024-02-06,0,Cancelled,Found Alternative
3393,17364,3,2024-10-12,2025-10-07,0,Cancelled,Too Expensive
3394,10135,3,2024-09-13,2025-09-08,1,Cancelled,
3395,17253,3,2024-07-27,2025-07-22,0,Active,
3396,17631,1,2023-02-06,2023-03-08,0,Active,
3397,4815,3,2023-11-19,2024-11-13,0,Active,
3398,13191,1,2023-09-29,2023-10-29,0,Active,
3399,17585,3,2023-06-12,2024-06-06,0,Active,
3400,10760,1,2024-05-27,2024-06-26,1,Cancelled,Too Expensive
3401,1692,1,2024-01-24,2024-02-23,1,Active,
3402,9709,2,2023-04-22,2023-07-21,1,Active,
3403,14363,3,2023-04-08,2024-04-02,0,Active,
3404,9327,2,2024-04-05,2024-07-04,0,Active,
3405,8317,3,2024-08-17,2025-08-12,1,Active,
3406,4606,2,2023-06-14,2023-09-12,0,Active,
3407,2976,1,2023-03-27,2023-04-26,0,Cancelled,Found Alternative
3408,8056,2,2023-09-10,2023-12-09,0,Active,
3409,16761,1,2023-10-06,2023-11-05,1,Active,
3410,10224,3,2024-04-30,2025-04-25,0,Active,
3411,18725,1,2023-03-07,2023-04-06,1,Active,
3412,12252,2,2023-02-10,2023-05-11,1,Active,
3413,2655,3,2023-08-21,2024-08-15,0,Cancelled,Too Expensive
3414,16409,1,2024-05-11,2024-06-10,0,Active,
3415,6693,1,2023-02-06,2023-03-08,0,Active,
3416,15284,1,2023-12-25,2024-01-24,0,Active,
3417,8750,1,2023-10-23,2023-11-22,0,Active,
3418,10094,3,2024-09-10,2025-09-05,1,Active,
3419,11908,3,2023-08-27,2024-08-21,1,Active,
3420,12985,3,2024-09-01,2025-08-27,0,Active,
3421,2764,1,2024-03-11,2024-04-10,1,Active,
3422,11994,2,2023-11-10,2024-02-08,1,Active,
3423,4679,2,2023-11-20,2024-02-18,1,Cancelled,
3424,9700,2,2023-04-14,2023-07-13,0,Active,
3425,15691,2,2023-05-12,2023-08-10,1,Active,
3426,3094,1,2023-04-07,2023-05-07,1,Active,
3427,14551,2,2023-01-27,2023-04-27,0,Active,
3428,8047,2,2023-06-05,2023-09-03,0,Active,
3429,18191,2,2023-01-26,2023-04-26,0,Active,
3430,18647,3,2024-01-14,2025-01-08,1,Active,
3431,15228,1,2023-10-02,2023-11-01,0,Cancelled,Found Alternative
3432,17580,1,2023-03-26,2023-04-25,1,Active,
3433,40,2,2024-09-05,2024-12-04,0,Active,
3434,17618,3,2023-02-02,2024-01-28,0,Active,
3435,11108,1,2024-06-14,2024-07-14,0,Active,
3436,561,1,2024-01-30,2024-02-29,1,Active,
3437,9043,2,2023-10-30,2024-01-28,1,Active,
3438,7365,1,2024-10-23,2024-11-22,0,Active,
3439,9593,1,2023-04-25,2023-05-25,1,Active,
3440,11565,3,2023-12-17,2024-12-11,1,Cancelled,Too Expensive
3441,191,2,2024-02-01,2024-05-01,0,Active,
3442,6090,1,2024-02-18,2024-03-19,0,Active,
3443,1702,2,2023-12-12,2024-03-11,0,Active,
3444,5251,1,2023-07-06,2023-08-05,1,Cancelled,Found Alternative
3445,7388,1,2023-04-17,2023-05-17,1,Active,
3446,10923,3,2023-04-20,2024-04-14,1,Active,
3447,15618,3,2023-06-27,2024-06-21,0,Active,
3448,19163,2,2023-05-06,2023-08-04,1,Cancelled,Not Using Enough
3449,8737,2,2024-09-26,2024-12-25,0,Active,
3450,2958,1,2023-03-26,2023-04-25,1,Active,
3451,19089,2,2024-09-29,2024-12-28,1,Active,
3452,11222,3,2023-10-23,2024-10-17,0,Active,
3453,5363,1,2024-04-23,2024-05-23,1,Active,
3454,3642,2,2024-03-31,2024-06-29,1,Active,
3455,13189,2,2024-09-20,2024-12-19,0,Active,
3456,13321,1,2024-03-04,2024-04-03,0,Active,
3457,12554,1,2024-08-08,2024-09-07,0,Active,
3458,907,1,2023-01-08,2023-02-07,1,Active,
3459,8307,1,2023-03-18,2023-04-17,1,Active,
3460,870,3,2023-08-18,2024-08-12,0,Cancelled,Not Using Enough
3461,15064,2,2023-02-08,2023-05-09,0,Active,
3462,12286,3,2023-07-27,2024-07-21,0,Cancelled,
3463,17588,1,2023-11-30,2023-12-30,0,Active,
3464,12900,2,2023-04-20,2023-07-19,1,Active,
3465,1320,1,2023-10-22,2023-11-21,0,Cancelled,Not Using Enough
3466,8388,3,2024-08-22,2025-08-17,0,Active,
3467,16204,1,2024-06-11,2024-07-11,0,Active,
3468,2294,2,2024-02-03,2024-05-03,1,Active,
3469,19439,1,2024-10-01,2024-10-31,1,Cancelled,
3470,4415,2,2023-12-03,2024-03-02,0,Cancelled,
3471,13598,3,2023-07-13,2024-07-07,0,Active,
3472,15509,3,2024-06-11,2025-06-06,1,Active,
3473,14872,1,2023-02-27,2023-03-29,1,Active,
3474,4317,3,2023-03-31,2024-03-25,0,Cancelled,Not Using Enough
3475,14734,1,2023-11-15,2023-12-15,1,Active,
3476,1560,1,2023-05-08,2023-06-07,0,Active,
3477,16043,2,2023-12-02,2024-03-01,0,Cancelled,
3478,11445,3,2023-07-21,2024-07-15,0,Active,
3479,14607,1,2023-10-06,2023-11-05,1,Active,
3480,12243,3,2023-02-21,2024-02-16,1,Active,
3481,2078,2,2024-01-19,2024-04-18,0,Cancelled,Not Using Enough
3482,15086,1,2023-08-02,2023-09-01,0,Active,
3483,333,2,2024-01-22,2024-04-21,0,Cancelled,Found Alternative
3484,18834,2,2023-04-26,2023-07-25,1,Cancelled,
3485,5103,3,2024-08-04,2025-07-30,0,Active,
3486,3831,2,2023-07-09,2023-10-07,1,Cancelled,Found Alternative
3487,1790,2,2023-10-01,2023-12-30,0,Active,
3488,5945,1,2024-09-29,2024-10-29,0,Active,
3489,13419,3,2024-05-07,2025-05-02,0,Cancelled,Not Using Enough
3490,11368,2,2023-02-07,2023-05-08,0,Active,
3491,5065,2,2023-12-20,2024-03-19,0,Active,
3492,15312,3,2024-04-15,2025-04-10,1,Active,
3493,5184,2,2024-07-18,2024-10-16,0,Cancelled,Not Using Enough
3494,15381,3,2024-07-19,2025-07-14,1,Active,
3495,3839,3,2023-05-25,2024-05-19,0,Active,
3496,18264,3,2024-10-01,2025-09-26,0,Active,
3497,17246,2,2024-08-22,2024-11-20,0,Active,
3498,3186,1,2024-08-08,2024-09-07,0,Active,
3499,6901,2,2024-07-26,2024-10-24,1,Cancelled,
3500,6927,1,2023-09-15,2023-10-15,1,Cancelled,Not Using Enough
3501,9938,3,2024-01-10,2025-01-04,0,Active,
3502,4206,2,2023-04-07,2023-07-06,1,Cancelled,Too Expensive
3503,19964,3,2023-10-30,2024-10-24,0,Active,
3504,12912,1,2024-08-10,2024-09-09,0,Active,
3505,12877,3,2023-03-09,2024-03-03,0,Active,
3506,14093,2,2023-11-25,2024-02-23,1,Active,
3507,2965,2,2024-11-15,2025-02-13,0,Cancelled,Not Using Enough
3508,13800,1,2023-09-11,2023-10-11,1,Active,
3509,13384,1,2024-05-15,2024-06-14,0,Active,
3510,4746,2,2023-01-03,2023-04-03,1,Active,
3511,10764,3,2024-09-02,2025-08-28,0,Active,
3512,5387,2,2023-02-24,2023-05-25,1,Active,
3513,10640,1,2023-09-05,2023-10-05,1,Active,
3514,19913,1,2024-08-01,2024-08-31,0,Active,
3515,5522,2,2024-08-10,2024-11-08,0,Active,
3516,19397,2,2023-10-11,2024-01-09,1,Active,
3517,18267,3,2023-11-18,2024-11-12,0,Active,
3518,15324,1,2023-11-30,2023-12-30,1,Active,
3519,14359,1,2024-02-08,2024-03-09,1,Active,
3520,12411,3,2024-09-08,2025-09-03,0,Active,
3521,18506,1,2024-03-25,2024-04-24,1,Cancelled,Too Expensive
3522,3313,1,2024-08-10,2024-09-09,0,Active,
3523,11500,2,2024-11-27,2025-02-25,0,Active,
3524,11222,2,2023-08-31,2023-11-29,0,Active,
3525,11983,1,2024-10-18,2024-11-17,0,Active,
3526,5144,1,2023-03-25,2023-04-24,1,Active,
3527,1825,2,2024-11-03,2025-02-01,1,Active,
3528,17308,1,2024-03-05,2024-04-04,0,Active,
3529,1404,1,2024-09-17,2024-10-17,0,Cancelled,
3530,15001,1,2024-01-23,2024-02-22,1,Active,
3531,3283,3,2024-07-03,2025-06-28,0,Active,
3532,15913,2,2023-02-11,2023-05-12,0,Active,
3533,3642,3,2023-01-02,2023-12-28,0,Active,
3534,2483,3,2023-01-24,2024-01-19,1,Cancelled,
3535,11766,3,2024-10-25,2025-10-20,1,Active,
3536,9535,1,2023-06-06,2023-07-06,1,Active,
3537,17622,2,2024-07-07,2024-10-05,0,Cancelled,Found Alternative
3538,3717,2,2024-07-28,2024-10-26,1,Active,
3539,18559,3,2023-05-03,2024-04-27,1,Active,
3540,16648,1,2023-04-08,2023-05-08,1,Active,
3541,5871,1,2023-04-14,2023-05-14,1,Active,
3542,19646,3,2024-08-31,2025-08-26,1,Active,
3543,1892,1,2023-06-17,2023-07-17,1,Active,
3544,6295,1,2023-09-07,2023-10-07,1,Active,
3545,2160,2,2024-11-04,2025-02-02,0,Cancelled,
3546,13111,1,2023-12-02,2024-01-01,0,Active,
3547,1450,2,2023-01-17,2023-04-17,0,Active,
3548,1656,2,2024-01-16,2024-04-15,1,Active,
3549,9897,2,2023-07-17,2023-10-15,1,Active,
3550,12451,1,2023-04-12,2023-05-12,1,Active,
3551,12518,3,2024-09-05,2025-08-31,1,Cancelled,Not Using Enough
3552,16953,1,2024-04-05,2024-05-05,0,Active,
3553,17382,3,2023-01-12,2024-01-07,0,Active,
3554,13110,1,2024-02-23,2024-03-24,0,Active,
3555,18589,2,2023-04-16,2023-07-15,1,Active,
3556,19639,3,2023-09-17,2024-09-11,0,Active,
3557,5240,2,2024-02-10,2024-05-10,0,Active,
3558,7263,2,2023-10-14,2024-01-12,1,Active,
3559,9137,3,2024-01-27,2025-01-21,0,Active,
3560,2127,3,2023-02-05,2024-01-31,0,Active,
3561,14191,3,2024-09-05,2025-08-31,0,Active,
3562,271,2,2024-06-22,2024-09-20,0,Cancelled,
3563,12725,3,2023-09-26,2024-09-20,1,Cancelled,Not Using Enough
3564,6215,3,2024-07-23,2025-07-18,0,Active,
3565,18566,3,2024-07-29,2025-07-24,1,Active,
3566,1295,2,2024-03-27,2024-06-25,1,Active,
3567,2727,2,2023-11-23,2024-02-21,0,Cancelled,
3568,5440,3,2023-05-22,2024-05-16,0,Active,
3569,13728,1,2023-05-07,2023-06-06,0,Active,
3570,1318,2,2024-09-14,2024-12-13,1,Active,
3571,10417,1,2023-10-29,2023-11-28,1,Active,
3572,10384,1,2024-04-15,2024-05-15,0,Active,
3573,13417,1,2023-05-18,2023-06-17,0,Active,
3574,3590,3,2023-04-09,2024-04-03,1,Active,
3575,9494,3,2024-07-31,2025-07-26,0,Active,
3576,11449,1,2024-06-01,2024-07-01,0,Cancelled,Found Alternative
3577,5145,2,2023-09-18,2023-12-17,0,Active,
3578,19622,2,2023-11-06,2024-02-04,1,Active,
3579,16302,2,2023-01-12,2023-04-12,0,Active,
3580,5117,1,2023-02-28,2023-03-30,0,Active,
3581,2284,1,2023-08-06,2023-09-05,1,Active,
3582,8588,3,2023-11-29,2024-11-23,1,Active,
3583,12364,2,2024-03-26,2024-06-24,0,Cancelled,Not Using Enough
3584,6643,1,2023-03-12,2023-04-11,1,Active,
3585,3998,2,2023-11-12,2024-02-10,1,Active,
3586,5955,1,2023-02-07,2023-03-09,1,Active,
3587,18495,2,2024-02-06,2024-05-06,1,Active,
3588,12304,1,2024-09-15,2024-10-15,1,Active,
3589,8435,3,2023-05-05,2024-04-29,1,Active,
3590,9006,1,2023-02-03,2023-03-05,1,Cancelled,Too Expensive
3591,13095,2,2023-04-11,2023-07-10,0,Active,
3592,6473,2,2023-08-09,2023-11-07,1,Cancelled,Not Using Enough
3593,12920,1,2023-09-18,2023-10-18,1,Active,
3594,11597,2,2024-08-28,2024-11-26,1,Active,
3595,6341,2,2023-09-22,2023-12-21,1,Cancelled,Not Using Enough
3596,8896,1,2023-03-09,2023-04-08,0,Active,
3597,14058,3,2023-08-02,2024-07-27,1,Active,
3598,1883,1,2023-08-27,2023-09-26,1,Active,
3599,14913,3,2024-02-27,2025-02-21,1,Active,
3600,2669,2,2023-05-13,2023-08-11,0,Active,
3601,19890,3,2023-10-08,2024-10-02,1,Active,
3602,11772,1,2023-04-26,2023-05-26,0,Cancelled,Found Alternative
3603,16487,2,2023-07-11,2023-10-09,0,Active,
3604,10402,3,2023-05-23,2024-05-17,1,Active,
3605,2847,3,2024-04-07,2025-04-02,0,Cancelled,
3606,18251,3,2023-08-17,2024-08-11,1,Active,
3607,1230,1,2023-11-11,2023-12-11,1,Active,
3608,12854,3,2023-11-06,2024-10-31,0,Cancelled,Found Alternative
3609,15409,1,2024-02-18,2024-03-19,1,Active,
3610,2259,2,2024-04-13,2024-07-12,0,Cancelled,Too Expensive
3611,813,3,2024-04-10,2025-04-05,1,Active,
3612,12595,1,2024-08-11,2024-09-10,0,Active,
3613,2791,1,2023-06-16,2023-07-16,1,Active,
3614,15293,2,2023-02-16,2023-05-17,0,Active,
3615,839,1,2024-09-07,2024-10-07,1,Active,
3616,4117,1,2024-08-23,2024-09-22,0,Active,
3617,6156,3,2023-06-28,2024-06-22,0,Active,
3618,535,3,2023-11-28,2024-11-22,1,Active,
3619,13322,3,2023-09-22,2024-09-16,0,Active,
3620,10698,3,2023-03-25,2024-03-19,0,Active,
3621,9678,2,2023-12-09,2024-03-08,0,Cancelled,Found Alternative
3622,14579,3,2024-10-12,2025-10-07,0,Active,
3623,16733,3,2024-06-26,2025-06-21,1,Active,
3624,7324,2,2024-01-08,2024-04-07,1,Active,
3625,9861,3,2024-09-05,2025-08-31,1,Active,
3626,8163,3,2024-02-23,2025-02-17,0,Active,
3627,5936,2,2023-04-02,2023-07-01,0,Active,
3628,201,2,2023-11-03,2024-02-01,0,Active,
3629,167,1,2024-05-09,2024-06-08,0,Active,
3630,10514,2,2023-01-06,2023-04-06,1,Cancelled,Found Alternative
3631,12588,1,2024-01-16,2024-02-15,0,Active,
3632,19840,3,2023-07-17,2024-07-11,0,Active,
3633,6679,2,2024-08-19,2024-11-17,1,Active,
3634,14569,3,2024-05-06,2025-05-01,1,Active,
3635,3948,3,2024-10-24,2025-10-19,1,Active,
3636,16423,3,2023-01-29,2024-01-24,0,Active,
3637,19184,2,2023-02-23,2023-05-24,0,Active,
3638,19188,2,2024-04-07,2024-07-06,1,Cancelled,Not Using Enough
3639,12821,3,2024-01-15,2025-01-09,1,Active,
3640,16007,1,2023-10-13,2023-11-12,1,Active,
3641,12538,3,2024-06-30,2025-06-25,1,Active,
3642,18267,1,2024-08-06,2024-09-05,0,Active,
3643,7961,2,2024-06-23,2024-09-21,1,Active,
3644,13372,1,2024-03-29,2024-04-28,1,Active,
3645,15641,1,2024-08-02,2024-09-01,1,Active,
3646,11228,3,2024-09-20,2025-09-15,1,Cancelled,Too Expensive
3647,3443,3,2023-10-25,2024-10-19,1,Active,
3648,781,3,2023-06-05,2024-05-30,0,Cancelled,Too Expensive
3649,17878,3,2024-03-04,2025-02-27,0,Cancelled,Found Alternative
3650,12277,3,2023-05-28,2024-05-22,0,Cancelled,Found Alternative
3651,15757,1,2023-08-27,2023-09-26,1,Active,
3652,4415,3,2024-04-03,2025-03-29,1,Active,
3653,2079,1,2024-04-16,2024-05-16,0,Cancelled,Too Expensive
3654,7516,3,2023-01-28,2024-01-23,0,Active,
3655,11586,2,2024-05-02,2024-07-31,0,Active,
3656,9774,1,2023-02-03,2023-03-05,0,Active,
3657,17726,1,2023-11-17,2023-12-17,0,Active,
3658,6955,3,2024-08-16,2025-08-11,1,Active,
3659,2140,1,2024-08-22,2024-09-21,1,Active,
3660,13827,2,2024-07-24,2024-10-22,1,Active,
3661,5064,1,2024-09-21,2024-10-21,1,Active,
3662,17878,2,2024-09-02,2024-12-01,1,Active,
3663,17289,1,2024-01-15,2024-02-14,1,Active,
3664,9449,2,2024-08-25,2024-11-23,1,Active,
3665,9654,3,2023-10-07,2024-10-01,1,Active,
3666,19305,1,2024-05-05,2024-06-04,1,Active,
3667,2441,3,2024-01-01,2024-12-26,1,Active,
3668,14512,3,2024-06-19,2025-06-14,0,Cancelled,Not Using Enough
3669,12830,1,2023-04-16,2023-05-16,1,Active,
3670,14275,3,2023-05-07,2024-05-01,0,Active,
3671,3668,3,2024-08-16,2025-08-11,1,Active,
3672,8320,2,2024-08-16,2024-11-14,0,Cancelled,Too Expensive
3673,15172,2,2024-05-18,2024-08-16,0,Active,
3674,14731,1,2023-04-23,2023-05-23,0,Active,
3675,12834,3,2023-11-07,2024-11-01,0,Active,
3676,15150,3,2023-01-25,2024-01-20,1,Active,
3677,12627,1,2024-08-17,2024-09-16,1,Cancelled,Not Using Enough
3678,16468,2,2023-02-22,2023-05-23,0,Active,
3679,17348,3,2023-03-30,2024-03-24,1,Cancelled,Too Expensive
3680,11421,2,2024-05-16,2024-08-14,1,Active,
3681,14869,3,2024-09-18,2025-09-13,1,Active,
3682,3959,3,2023-07-28,2024-07-22,0,Active,
3683,7170,3,2023-07-15,2024-07-09,1,Cancelled,Not Using Enough
3684,3325,2,2024-07-15,2024-10-13,1,Active,
3685,9649,3,2023-09-25,2024-09-19,1,Active,
3686,8117,3,2024-02-12,2025-02-06,0,Active,
3687,4484,2,2023-07-08,2023-10-06,0,Cancelled,Found Alternative
3688,12993,1,2024-11-27,2024-12-27,1,Active,
3689,6954,3,2023-09-13,2024-09-07,1,Active,
3690,1392,2,2023-08-04,2023-11-02,1,Active,
3691,8411,1,2023-10-05,2023-11-04,1,Active,
3692,5993,2,2024-05-30,2024-08-28,0,Active,
3693,12302,2,2023-05-31,2023-08-29,0,Active,
3694,3273,2,2023-05-29,2023-08-27,1,Active,
3695,1388,1,2023-07-11,2023-08-10,1,Active,
3696,8728,2,2023-03-05,2023-06-03,1,Active,
3697,11646,3,2024-02-11,2025-02-05,0,Active,
3698,1944,2,2023-12-24,2024-03-23,1,Active,
3699,19347,2,2024-07-18,2024-10-16,0,Active,
3700,19634,2,2024-01-27,2024-04-26,1,Active,
3701,19684,2,2023-10-14,2024-01-12,0,Cancelled,Found Alternative
3702,492,1,2023-03-22,2023-04-21,0,Cancelled,Found Alternative
3703,17701,1,2024-02-26,2024-03-27,0,Active,
3704,13597,2,2023-01-23,2023-04-23,0,Cancelled,
3705,54,1,2023-02-04,2023-03-06,1,Active,
3706,275,3,2023-07-27,2024-07-21,0,Cancelled,Not Using Enough
3707,19226,1,2024-04-23,2024-05-23,0,Active,
3708,12800,3,2024-07-13,2025-07-08,0,Active,
3709,11993,2,2024-09-30,2024-12-29,0,Active,
3710,15350,1,2023-07-30,2023-08-29,0,Active,
3711,3564,3,2023-06-12,2024-06-06,1,Cancelled,Not Using Enough
3712,6018,3,2024-05-06,2025-05-01,1,Active,
3713,11737,2,2024-10-25,2025-01-23,1,Active,
3714,1846,2,2023-02-10,2023-05-11,1,Cancelled,
3715,3963,2,2024-09-03,2024-12-02,1,Cancelled,
3716,17555,1,2023-04-11,2023-05-11,1,Active,
3717,15950,1,2023-09-01,2023-10-01,0,Active,
3718,19206,2,2024-07-08,2024-10-06,1,Cancelled,Too Expensive
3719,16165,3,2024-11-22,2025-11-17,0,Active,
3720,8014,2,2023-10-12,2024-01-10,1,Active,
3721,10621,2,2023-03-04,2023-06-02,1,Cancelled,Not Using Enough
3722,3893,2,2023-10-03,2024-01-01,1,Active,
3723,6769,1,2024-01-10,2024-02-09,1,Active,
3724,6046,2,2024-04-22,2024-07-21,0,Active,
3725,13113,1,2024-11-23,2024-12-23,0,Active,
3726,14834,2,2024-10-30,2025-01-28,1,Cancelled,Found Alternative
3727,13665,3,2024-08-27,2025-08-22,1,Active,
3728,17767,1,2024-02-26,2024-03-27,0,Active,
3729,14863,2,2023-06-11,2023-09-09,0,Cancelled,Found Alternative
3730,5251,3,2023-11-03,2024-10-28,1,Cancelled,Too Expensive
3731,7388,3,2024-09-24,2025-09-19,0,Active,
3732,11797,1,2023-07-16,2023-08-15,0,Active,
3733,16505,3,2024-01-28,2025-01-22,1,Active,
3734,3114,3,2024-09-18,2025-09-13,1,Active,
3735,11592,2,2023-02-26,2023-05-27,1,Active,
3736,1673,2,2024-08-24,2024-11-22,1,Active,
3737,16343,2,2024-01-17,2024-04-16,1,Active,
3738,18927,2,2023-01-09,2023-04-09,0,Cancelled,
3739,3181,2,2023-06-24,2023-09-22,1,Active,
3740,5837,3,2023-05-26,2024-05-20,1,Active,
3741,8585,3,2024-01-15,2025-01-09,0,Cancelled,Too Expensive
3742,1441,3,2024-11-06,2025-11-01,0,Active,
3743,17977,2,2023-11-22,2024-02-20,1,Active,
3744,3443,1,2024-06-17,2024-07-17,0,Active,
3745,763,2,2024-02-04,2024-05-04,0,Active,
3746,10906,1,2023-11-25,2023-12-25,1,Cancelled,
3747,4875,1,2024-03-16,2024-04-15,1,Active,
3748,9313,3,2023-04-02,2024-03-27,0,Active,
3749,15128,2,2023-03-24,2023-06-22,0,Active,
3750,18777,1,2023-01-09,2023-02-08,1,Cancelled,
3751,11244,2,2024-07-20,2024-10-18,1,Active,
3752,3315,2,2023-09-04,2023-12-03,0,Active,
3753,8297,1,2024-07-27,2024-08-26,0,Active,
3754,796,1,2023-02-24,2023-03-26,1,Active,
3755,2662,3,2023-01-27,2024-01-22,0,Active,
3756,5074,1,2024-08-26,2024-09-25,0,Active,
3757,13393,2,2024-02-16,2024-05-16,1,Cancelled,
3758,6995,2,2024-01-16,2024-04-15,0,Active,
3759,19848,1,2023-09-09,2023-10-09,0,Active,
3760,11949,1,2023-06-24,2023-07-24,0,Active,
3761,7222,2,2024-09-08,2024-12-07,1,Active,
3762,12791,1,2024-10-05,2024-11-04,0,Active,
3763,15565,1,2023-06-26,2023-07-26,1,Cancelled,
3764,13772,1,2024-08-22,2024-09-21,1,Cancelled,Found Alternative
3765,4229,3,2024-01-17,2025-01-11,1,Active,
3766,3453,1,2024-10-09,2024-11-08,0,Cancelled,
3767,2089,1,2023-03-16,2023-04-15,0,Active,
3768,14592,1,2023-04-09,2023-05-09,0,Active,
3769,11160,3,2024-05-08,2025-05-03,1,Active,
3770,8814,1,2023-07-08,2023-08-07,1,Active,
3771,14557,3,2023-07-22,2024-07-16,1,Active,
3772,14014,2,2023-08-22,2023-11-20,1,Cancelled,Not Using Enough
3773,16875,3,2024-08-11,2025-08-06,1,Active,
3774,4709,2,2023-07-19,2023-10-17,0,Active,
3775,7998,2,2024-05-28,2024-08-26,1,Cancelled,
3776,15534,3,2023-02-14,2024-02-09,0,Active,
